Interval=	0.001 s
ExcelDateTime=	4.5034649974269007e+004	18/04/2023 15:35:57.776842
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	ECG	Finapres derivative	Finapres NIBP	SBP	DBP	MAP	Heart rate
Range=	5.000 mV	1508.32 mmHg/s	10.000 V	100.0000 mmHg	100.0000 mmHg	100.0170 mmHg	110 BPM
UnitName=	*	*	mmHg	*	*	*	*
TopValue=	*	*	1000.00	*	*	*	*
BottomValue=	*	*	-1000.00	*	*	*	*
273.924	-0.1650451	-274.1479	136.75	151.875	88.5625	109.6667	86.19959
273.925	-0.1478679	-235.7955	136.3438	151.875	88.5625	109.6667	86.19959
273.926	-0.1249728	-211.364	136.1563	151.875	88.5625	109.6667	86.19959
273.927	-0.09651543	-184.375	135.9063	151.875	88.5625	109.6667	86.19959
273.928	-0.06274979	-163.0683	135.875	151.875	88.5625	109.6667	86.19959
273.929	-0.02496536	-141.7614	135.625	151.875	88.5625	109.6667	86.19959
273.93	0.01584809	-131.8185	135.6875	151.875	88.5625	109.6667	86.19959
273.931	0.0584916	-130.9656	135.4688	151.875	88.5625	109.6667	86.19959
273.932	0.1016951	-125.8527	135.375	151.875	88.5625	109.6667	86.19959
273.933	0.1442353	-134.3752	135.25	151.875	88.5625	109.6667	86.19959
273.934	0.1843404	-130.1139	135.1875	151.875	88.5625	109.6667	86.19959
273.935	0.2210444	-139.7731	134.8438	151.875	88.5625	109.6667	86.19959
273.936	0.2534524	-138.9206	134.75	151.875	88.5625	109.6667	86.19959
273.937	0.2808323	-148.2961	134.75	151.875	88.5625	109.6667	86.19959
273.938	0.3027546	-150.5679	134.4688	151.875	88.5625	109.6667	86.19959
273.939	0.3186029	-163.3524	134.5	151.875	88.5625	109.6667	86.19959
273.94	0.3288591	-169.3175	134.2188	151.875	88.5625	109.6667	86.19959
273.941	0.3340158	-190.0563	134.0938	151.875	88.5625	109.6667	86.19959
273.942	0.3346453	-209.3743	133.8125	151.875	88.5625	109.6667	86.19959
273.943	0.3315478	-229.2608	133.75	151.875	88.5625	109.6667	86.19959
273.944	0.3251846	-258.2386	133.3438	151.875	88.5625	109.6667	86.19959
273.945	0.3169287	-291.1929	133.1875	151.875	88.5625	109.6667	86.19959
273.946	0.3078082	-330.3979	132.875	151.875	88.5625	109.6667	86.19959
273.947	0.2986289	-364.2043	132.625	151.875	88.5625	109.6667	86.19959
273.948	0.2901523	-408.239	132.1875	151.875	88.5625	109.6667	86.19959
273.949	0.2825404	-442.8977	131.8125	151.875	88.5625	109.6667	86.19959
273.95	0.2765496	-486.6479	131.1563	151.875	88.5625	109.6667	86.19959
273.951	0.2724701	-522.1592	130.6875	151.875	88.5625	109.6667	86.19959
273.952	0.2703048	-549.4323	130.25	151.875	88.5625	109.6667	86.19959
273.953	0.269946	-565.9094	129.5938	151.875	88.5625	109.6667	86.19959
273.954	0.2708321	-592.8975	129.0313	151.875	88.5625	109.6667	86.19959
273.955	0.2728245	-607.1022	128.375	151.875	88.5625	109.6667	86.19959
273.956	0.2755941	-629.2615	127.75	151.875	88.5625	109.6667	86.19959
273.957	0.2787517	-648.5797	127.2188	151.875	88.5625	109.6667	86.19959
273.958	0.2819419	-655.3974	126.625	151.875	88.5625	109.6667	86.19959
273.959	0.2847354	-660.2276	125.7188	151.875	88.5625	109.6667	86.19959
273.96	0.286964	-665.625	125.1563	151.875	88.5625	109.6667	86.19959
273.961	0.2885358	-666.4773	124.4375	151.875	88.5625	109.6667	86.19959
273.962	0.2894525	-653.4086	123.7188	151.875	88.5625	109.6667	86.19959
273.963	0.2897969	-636.3634	123.125	151.875	88.5625	109.6667	86.19959
273.964	0.2897196	-606.2501	122.5313	151.875	88.5625	109.6667	86.19959
273.965	0.2893863	-583.2381	121.7813	151.875	88.5625	109.6667	86.19959
273.966	0.2890173	-555.6817	121.2188	151.875	88.5625	109.6667	86.19959
273.967	0.2888521	-534.0904	120.8438	151.875	88.5625	109.6667	86.19959
273.968	0.2891105	-504.545	120.1875	151.875	88.5625	109.6667	86.19959
273.969	0.2899654	-477.8409	119.7813	151.875	88.5625	109.6667	86.19959
273.97	0.2914845	-449.4314	119.3438	151.875	88.5625	109.6667	86.19959
273.971	0.2936787	-428.6936	118.8438	151.875	88.5625	109.6667	86.19959
273.972	0.296498	-407.9545	118.3125	151.875	88.5625	109.6667	86.19959
273.973	0.2998356	-378.1254	118.125	151.875	88.5625	109.6667	86.19959
273.974	0.3034918	-357.1029	117.6563	151.875	88.5625	109.6667	86.19959
273.975	0.3072728	-333.2388	117.3125	151.875	88.5625	109.6667	86.19959
273.976	0.3109544	-311.0799	117	151.875	88.5625	109.6667	86.19959
273.977	0.3143056	-289.7726	116.7188	151.875	88.5625	109.6667	86.19959
273.978	0.31712	-281.2504	116.4688	151.875	88.5625	109.6667	86.19959
273.979	0.3191819	-263.0676	116.1875	151.875	88.5625	109.6667	86.19959
273.98	0.3204129	-253.4088	115.9375	151.875	88.5625	109.6667	86.19959
273.981	0.3207723	-240.3407	115.6563	151.875	88.5625	109.6667	86.19959
273.982	0.3202704	-232.9544	115.5	151.875	88.5625	109.6667	86.19959
273.983	0.318985	-217.0453	115.1875	151.875	88.5625	109.6667	86.19959
273.984	0.3170057	-200.5677	115	151.875	88.5625	109.6667	86.19959
273.985	0.31453	-183.2387	114.75	151.875	88.5625	109.6667	86.19959
273.986	0.3117607	-166.4769	114.6563	151.875	88.5625	109.6667	86.19959
273.987	0.3089093	-154.5455	114.375	151.875	88.5625	109.6667	86.19959
273.988	0.3062011	-144.6023	114.375	151.875	88.5625	109.6667	86.19959
273.989	0.3038059	-133.2389	114.2188	151.875	88.5625	109.6667	86.19959
273.99	0.3019048	-123.8642	114.125	151.875	88.5625	109.6667	86.19959
273.991	0.3006208	-126.1369	114	151.875	88.5625	109.6667	86.19959
273.992	0.3000312	-113.0688	113.8438	151.875	88.5625	109.6667	86.19959
273.993	0.3001739	-117.0454	113.625	151.875	88.5625	109.6667	86.19959
273.994	0.3010241	-117.045	113.6563	151.875	88.5625	109.6667	86.19959
273.995	0.3025363	-118.7496	113.5313	151.875	88.5625	109.6667	86.19959
273.996	0.3046242	-120.4549	113.2813	151.875	88.5625	109.6667	86.19959
273.997	0.3071679	-130.3973	113.4375	151.875	88.5625	109.6667	86.19959
273.998	0.3100152	-141.4773	113.1563	151.875	88.5625	109.6667	86.19959
273.999	0.3130114	-161.3642	113	151.875	88.5625	109.6667	86.19959
274	0.3160006	-180.3977	112.875	151.875	88.5625	109.6667	86.19959
274.001	0.318842	-200.8529	112.7188	151.875	88.5625	109.6667	86.19959
274.002	0.3214037	-209.659	112.4063	151.875	88.5625	109.6667	86.19959
274.003	0.3235601	-225.0003	112.25	151.875	88.5625	109.6667	86.19959
274.004	0.3251859	-251.7049	112	151.875	88.5625	109.6667	86.19959
274.005	0.3261916	-273.0116	111.6563	151.875	88.5625	109.6667	86.19959
274.006	0.3265214	-304.8297	111.375	151.875	88.5625	109.6667	86.19959
274.007	0.3261596	-326.9882	111.5	151.875	88.5625	109.6667	86.19959
274.008	0.3251498	-349.7161	110.8125	151.875	88.5625	109.6667	86.19959
274.009	0.3234608	-367.0449	110.375	151.875	88.5625	109.6667	86.19959
274.01	0.3211614	-384.6588	110.125	151.875	88.5625	109.6667	86.19959
274.011	0.3183379	-391.4771	109.4688	151.875	88.5625	109.6667	86.19959
274.012	0.3151327	-395.7383	109.1875	151.875	88.5625	109.6667	86.19959
274.013	0.3117879	-368.75	108.8438	151.875	88.5625	109.6667	86.19959
274.014	0.308399	-351.4202	108.4375	151.875	88.5625	109.6667	86.19959
274.015	0.3051947	-336.9316	107.9688	151.875	88.5625	109.6667	86.19959
274.016	0.3023876	-310.5112	107.8125	151.875	88.5625	109.6667	86.19959
274.017	0.3002207	-297.7276	107.4375	151.875	88.5625	109.6667	86.19959
274.018	0.2989985	-288.9206	107.1875	151.875	88.5625	109.6667	86.19959
274.019	0.2988449	-282.1028	106.9375	151.875	88.5625	109.6667	86.19959
274.02	0.299946	-280.966	106.625	151.875	88.5625	109.6667	86.19959
274.021	0.3024265	-295.4548	106.4375	151.875	88.5625	109.6667	86.19959
274.022	0.3063726	-300.2844	106.1875	151.875	88.5625	109.6667	86.19959
274.023	0.3118322	-306.534	105.7813	151.875	88.5625	109.6667	86.19959
274.024	0.3186805	-307.102	105.4688	151.875	88.5625	109.6667	86.19959
274.025	0.3267734	-307.9544	105.1563	151.875	88.5625	109.6667	86.19959
274.026	0.3359002	-301.7049	104.7188	151.875	88.5625	109.6667	86.19959
274.027	0.345788	-291.761	104.4688	151.875	88.5625	109.6667	86.19959
274.028	0.3560971	-278.9775	104.2188	151.875	88.5625	109.6667	86.19959
274.029	0.3664048	-265.9089	104	151.875	88.5625	109.6667	86.19959
274.03	0.3763319	-253.9769	103.6563	151.875	88.5625	109.6667	86.19959
274.031	0.3855033	-243.75	103.5313	151.875	88.5625	109.6667	86.19959
274.032	0.3935512	-229.8289	103.2188	151.875	88.5625	109.6667	86.19959
274.033	0.4001308	-219.0344	102.9375	151.875	88.5625	109.6667	86.19959
274.034	0.404953	-209.9432	102.7813	151.875	88.5625	109.6667	86.19959
274.035	0.4079158	-192.6137	102.5313	151.875	88.5625	109.6667	86.19959
274.036	0.4089756	-185.5111	102.2813	151.875	88.5625	109.6667	86.19959
274.037	0.4081479	-171.875	102.3125	151.875	88.5625	109.6667	86.19959
274.038	0.4055305	-163.3524	102.0625	151.875	88.5625	109.6667	86.19959
274.039	0.4013191	-159.659	101.8438	151.875	88.5625	109.6667	86.19959
274.04	0.3959008	-165.0571	101.8125	151.875	88.5625	109.6667	86.19959
274.041	0.3896519	-164.2049	101.5625	151.875	88.5625	109.6667	86.19959
274.042	0.3829343	-171.0229	101.4375	151.875	88.5625	109.6667	86.19959
274.043	0.3761066	-161.9316	101.2813	151.875	88.5625	109.6667	86.19959
274.044	0.3695284	-151.7047	101.125	151.875	88.5625	109.6667	86.19959
274.045	0.3635905	-144.8864	100.75	151.875	88.5625	109.6667	86.19959
274.046	0.3585669	-133.5227	100.7813	151.875	88.5625	109.6667	86.19959
274.047	0.3546193	-118.4655	100.5625	151.875	88.5625	109.6667	86.19959
274.048	0.351804	-109.9436	100.5313	151.875	88.5625	109.6667	86.19959
274.049	0.3501132	-102.8407	100.5	151.875	88.5625	109.6667	86.19959
274.05	0.3494603	-98.86336	100.375	151.875	88.5625	109.6667	86.19959
274.051	0.3496718	-115.6251	100.2188	151.875	88.5625	109.6667	86.19959
274.052	0.3505042	-117.6137	100.2813	151.875	88.5625	109.6667	86.19959
274.053	0.351652	-125.5683	100.0313	151.875	88.5625	109.6667	86.19959
274.054	0.3528519	-127.2728	99.90625	151.875	88.5625	109.6667	86.19959
274.055	0.3537937	-130.9659	99.75	151.875	88.5625	109.6667	86.19959
274.056	0.3542262	-124.1478	99.46875	151.875	88.5625	109.6667	86.19959
274.057	0.3539558	-126.1365	99.5	151.875	88.5625	109.6667	86.19959
274.058	0.3528356	-114.2043	99.375	151.875	88.5625	109.6667	86.19959
274.059	0.3509102	-111.6479	99.3125	151.875	88.5625	109.6667	86.19959
274.06	0.3481865	-115.0569	99.0625	151.875	88.5625	109.6667	86.19959
274.061	0.3447838	-122.1593	99.15625	151.875	88.5625	109.6667	86.19959
274.062	0.3408915	-132.3863	98.90625	151.875	88.5625	109.6667	86.19959
274.063	0.3367208	-139.4885	98.875	151.875	88.5625	109.6667	86.19959
274.064	0.3326647	-144.0338	98.6875	151.875	88.5625	109.6667	86.19959
274.065	0.32896	-138.6364	98.4375	151.875	88.5625	109.6667	86.19959
274.066	0.3258537	-145.4545	98.25	151.875	88.5625	109.6667	86.19959
274.067	0.323546	-132.9547	98.21875	151.875	88.5625	109.6667	86.19959
274.068	0.3221331	-130.6818	98	151.875	88.5625	109.6667	86.19959
274.069	0.3217721	-119.8862	97.90625	151.875	88.5625	109.6667	86.19959
274.07	0.3223888	-115.9091	97.90625	151.875	88.5625	109.6667	86.19959
274.071	0.323852	-109.091	97.65625	151.875	88.5625	109.6667	86.19959
274.072	0.3259451	-111.648	97.6875	151.875	88.5625	109.6667	86.19959
274.073	0.3283473	-99.14756	97.46875	151.875	88.5625	109.6667	86.19959
274.074	0.3307784	-90.34049	97.40625	151.875	88.5625	109.6667	86.19959
274.075	0.3328539	-77.27224	97.1875	151.875	88.5625	109.6667	86.19959
274.076	0.3342233	-55.9656	97.25	151.875	88.5625	109.6667	86.19959
274.077	0.3345742	-43.1816	97.03125	151.875	88.5625	109.6667	86.19959
274.078	0.3336466	-25.56819	97.15625	151.875	88.5625	109.6667	86.19959
274.079	0.3313089	-9.09102	97.125	151.875	88.5625	109.6667	86.19959
274.08	0.3274894	5.965471	97.15625	151.875	88.5625	109.6667	86.19959
274.081	0.322241	1.988888	97.1875	151.875	88.5625	109.6667	86.19959
274.082	0.3157405	12.49993	97.15625	151.875	88.5625	109.6667	86.19959
274.083	0.3082891	15.05667	97.125	151.875	88.5625	109.6667	86.19959
274.084	0.3002978	24.14769	97.25	151.875	88.5625	109.6667	86.19959
274.085	0.2921856	30.39765	97.25	151.875	88.5625	109.6667	86.19959
274.086	0.28441	42.32907	97.0625	151.875	88.5625	109.6667	86.19959
274.087	0.2774486	48.86323	97.28125	151.875	88.5625	109.6667	86.19959
274.088	0.2717689	54.54498	97.375	151.875	88.5625	109.6667	86.19959
274.089	0.2677805	52.55675	97.4375	151.875	88.5625	109.6667	86.19959
274.09	0.2657174	51.42045	97.46875	151.875	88.5625	109.6667	86.19959
274.091	0.2657157	42.89764	97.625	151.875	88.5625	109.6667	86.19959
274.092	0.2678041	26.13652	97.5625	151.875	88.5625	109.6667	86.19959
274.093	0.2718782	25.00004	97.65625	151.875	88.5625	109.6667	86.19959
274.094	0.2777135	34.37513	97.625	151.875	88.5625	109.6667	86.19959
274.095	0.2849027	48.57951	97.59375	151.875	88.5625	109.6667	86.19959
274.096	0.2929892	59.3754	97.5	151.875	88.5625	109.6667	86.19959
274.097	0.3014732	84.94353	97.59375	151.875	88.5625	109.6667	86.19959
274.098	0.3098095	99.432	97.78125	151.875	88.5625	109.6667	86.19959
274.099	0.3175148	117.8978	98	151.875	88.5625	109.6667	86.19959
274.1	0.3241116	125.8522	98.15625	151.875	88.5625	109.6667	86.19959
274.101	0.329236	128.6933	98.1875	151.875	88.5625	109.6667	86.19959
274.102	0.3326236	118.7504	98.46875	151.875	88.5625	109.6667	86.19959
274.103	0.3340993	113.352	98.46875	151.875	88.5625	109.6667	86.19959
274.104	0.3337214	103.409	98.625	151.875	88.5625	109.6667	86.19959
274.105	0.3316323	101.1363	98.625	151.875	88.5625	109.6667	86.19959
274.106	0.3280863	103.6927	98.75	151.875	88.5625	109.6667	86.19959
274.107	0.3234011	98.57917	98.8125	151.875	88.5625	109.6667	86.19959
274.108	0.3179212	100.8519	99.0625	151.875	88.5625	109.6667	86.19959
274.109	0.3121329	105.6818	99.03125	151.875	88.5625	109.6667	86.19959
274.11	0.3064694	106.5343	99.1875	151.875	88.5625	109.6667	86.19959
274.111	0.3013004	98.01126	99.34375	151.875	88.5625	109.6667	86.19959
274.112	0.2968954	101.136	99.375	151.875	88.5625	109.6667	86.19959
274.113	0.2934007	95.17068	99.4375	151.875	88.5625	109.6667	86.19959
274.114	0.2909319	98.29569	99.6875	151.875	88.5625	109.6667	86.19959
274.115	0.2894669	90.62498	99.65625	151.875	88.5625	109.6667	86.19959
274.116	0.2888651	83.52274	99.65625	151.875	88.5625	109.6667	86.19959
274.117	0.2888784	79.5458	99.96875	151.875	88.5625	109.6667	86.19959
274.118	0.2891691	78.4089	99.9375	151.875	88.5625	109.6667	86.19959
274.119	0.2894297	70.45454	100.0625	151.875	88.5625	109.6667	86.19959
274.12	0.2893218	72.44348	100.0625	151.875	88.5625	109.6667	86.19959
274.121	0.2885454	71.87498	100.0938	151.875	88.5625	109.6667	86.19959
274.122	0.2868534	71.87498	100.1563	151.875	88.5625	109.6667	86.19959
274.123	0.2840596	83.52256	100.3438	151.875	88.5625	109.6667	86.19959
274.124	0.2802008	91.47752	100.3125	151.875	88.5625	109.6667	86.19959
274.125	0.2753226	102.841	100.4063	151.875	88.5625	109.6667	86.19959
274.126	0.2696027	110.7957	100.5313	151.875	88.5625	109.6667	86.19959
274.127	0.2633108	120.1703	100.7188	151.875	88.5625	109.6667	86.19959
274.128	0.2567574	122.4433	100.8125	151.875	88.5625	109.6667	86.19959
274.129	0.2504533	131.8186	100.9375	151.875	88.5625	109.6667	86.19959
274.13	0.2447335	132.1023	101.0625	151.875	88.5625	109.6667	86.19959
274.131	0.2399438	136.0796	101.1875	151.875	88.5625	109.6667	86.19959
274.132	0.2363777	139.7725	101.4063	151.875	88.5625	109.6667	86.19959
274.133	0.2342101	144.8862	101.4375	151.875	88.5625	109.6667	86.19959
274.134	0.2336093	134.0904	101.625	151.875	88.5625	109.6667	86.19959
274.135	0.2344536	122.7273	101.7188	151.875	88.5625	109.6667	86.19959
274.136	0.2365475	105.3974	101.9688	151.875	88.5625	109.6667	86.19959
274.137	0.2396075	86.36367	102.125	151.875	88.5625	109.6667	86.19959
274.138	0.2432568	74.43225	102.25	151.875	88.5625	109.6667	86.19959
274.139	0.2470637	67.61372	102.0938	151.875	88.5625	109.6667	86.19959
274.14	0.250512	59.6593	102.1875	151.875	88.5625	109.6667	86.19959
274.141	0.2531441	54.5454	102.1563	151.875	88.5625	109.6667	86.19959
274.142	0.254593	67.61378	102.1875	151.875	88.5625	109.6667	86.19959
274.143	0.2546196	83.52286	102.2813	151.875	88.5625	109.6667	86.19959
274.144	0.2530518	109.943	102.5313	151.875	88.5625	109.6667	86.19959
274.145	0.2498645	123.2955	102.5	151.875	88.5625	109.6667	86.19959
274.146	0.2451947	140.625	102.625	151.875	88.5625	109.6667	86.19959
274.147	0.2393529	142.6135	102.9063	151.875	88.5625	109.6667	86.19959
274.148	0.2328283	151.1363	102.9688	151.875	88.5625	109.6667	86.19959
274.149	0.2261308	149.4319	103.2188	151.875	88.5625	109.6667	86.19959
274.15	0.2198204	151.1369	103.3125	151.875	88.5625	109.6667	86.19959
274.151	0.2144641	142.3296	103.5313	151.875	88.5625	109.6667	86.19959
274.152	0.2106207	143.1817	103.5	151.875	88.5625	109.6667	86.19959
274.153	0.2088105	137.2159	103.875	151.875	88.5625	109.6667	86.19959
274.154	0.2093516	124.7159	103.875	151.875	88.5625	109.6667	86.19959
274.155	0.2124009	114.4887	103.9688	151.875	88.5625	109.6667	86.19959
274.156	0.2179503	94.31815	104.0625	151.875	88.5625	109.6667	86.19959
274.157	0.2258354	81.25007	104.4375	151.875	88.5625	109.6667	86.19959
274.158	0.23573	62.78384	104.3125	151.875	88.5625	109.6667	86.19959
274.159	0.2471127	58.52276	104.375	151.875	88.5625	109.6667	86.19959
274.16	0.2593824	50.85212	104.4063	151.875	88.5625	109.6667	86.19959
274.161	0.2718856	48.57934	104.3125	151.875	88.5625	109.6667	86.19959
274.162	0.2839402	42.61398	104.4063	151.875	88.5625	109.6667	86.19959
274.163	0.2948576	62.2161	104.5	151.875	88.5625	109.6667	86.19959
274.164	0.3040638	71.30688	104.5625	151.875	88.5625	109.6667	86.19959
274.165	0.3111493	85.79516	104.625	151.875	88.5625	109.6667	86.19959
274.166	0.3158479	95.73871	104.7813	151.875	88.5625	109.6667	86.19959
274.167	0.3180155	99.99978	104.75	151.875	88.5625	109.6667	86.19959
274.168	0.3176234	99.43223	105	151.875	88.5625	109.6667	86.19959
274.169	0.3148972	104.8293	105.0313	151.875	88.5625	109.6667	86.19959
274.17	0.3102263	101.9884	105.2188	151.875	88.5625	109.6667	86.19959
274.171	0.3040689	98.86402	105.25	151.875	88.5625	109.6667	86.19959
274.172	0.2969011	102.8407	105.4063	151.875	88.5625	109.6667	86.19959
274.173	0.2891952	94.88618	105.4063	151.875	88.5625	109.6667	86.19959
274.174	0.2814305	87.21566	105.625	151.875	88.5625	109.6667	86.19959
274.175	0.274069	70.73921	105.5938	151.875	88.5625	109.6667	86.19959
274.176	0.2674335	61.93173	105.7188	151.875	88.5625	109.6667	86.19959
274.177	0.2617187	36.07947	105.9063	151.875	88.5625	109.6667	86.19959
274.178	0.2570243	19.88625	105.9063	151.875	88.5625	109.6667	86.19959
274.179	0.2532465	3.977478	105.8438	151.875	88.5625	109.6667	86.19959
274.18	0.2502748	-4.545331	105.7813	151.875	88.5625	109.6667	86.19959
274.181	0.2478922	-25.56854	105.875	151.875	88.5625	109.6667	86.19959
274.182	0.2458537	-24.71602	105.5938	151.875	88.5625	109.6667	86.19959
274.183	0.2439582	-20.17039	105.6875	151.875	88.5625	109.6667	86.19959
274.184	0.2419398	-13.63629	105.75	151.875	88.5625	109.6667	86.19959
274.185	0.2396519	-8.522987	105.7188	151.875	88.5625	109.6667	86.19959
274.186	0.237034	-5.397797	105.5	151.875	88.5625	109.6667	86.19959
274.187	0.2341496	0.8522868	105.8125	151.875	88.5625	109.6667	86.19959
274.188	0.2311907	-0.2838969	105.6875	151.875	88.5625	109.6667	86.19959
274.189	0.2284446	2.272487	105.6875	151.875	88.5625	109.6667	86.19959
274.19	0.2261895	7.670641	105.6875	151.875	88.5625	109.6667	86.19959
274.191	0.2247785	14.20462	105.6875	151.875	88.5625	109.6667	86.19959
274.192	0.2245905	13.63653	105.625	151.875	88.5625	109.6667	86.19959
274.193	0.2259541	21.87461	105.75	151.875	88.5625	109.6667	86.19959
274.194	0.2291581	23.01109	105.75	151.875	88.5625	109.6667	86.19959
274.195	0.2342403	22.72713	105.75	151.875	88.5625	109.6667	86.19959
274.196	0.2411551	9.658992	105.8125	151.875	88.5625	109.6667	86.19959
274.197	0.2497324	3.12525	105.9375	151.875	88.5625	109.6667	86.19959
274.198	0.2596421	-17.0455	105.8438	151.875	88.5625	109.6667	86.19959
274.199	0.2703526	-32.10211	105.8438	151.875	88.5625	109.6667	86.19959
274.2	0.281226	-54.26144	105.8438	151.875	88.5625	109.6667	86.19959
274.201	0.2915926	-70.17011	105.5938	151.875	88.5625	109.6667	86.19959
274.202	0.3007956	-85.22719	105.7188	151.875	88.5625	109.6667	86.19959
274.203	0.3082655	-82.67038	105.5	151.875	88.5625	109.6667	86.19959
274.204	0.3133054	-81.25019	105.4375	151.875	88.5625	109.6667	86.19959
274.205	0.3155648	-74.71532	105.2188	151.875	88.5625	109.6667	86.19959
274.206	0.3148483	-62.78402	105.25	151.875	88.5625	109.6667	86.19959
274.207	0.3111994	-54.54582	105.0938	151.875	88.5625	109.6667	86.19959
274.208	0.3050037	-42.32907	105.1875	151.875	88.5625	109.6667	86.19959
274.209	0.2965287	-38.06854	105.125	151.875	88.5625	109.6667	86.19959
274.21	0.286514	-33.23871	105.0938	151.875	88.5625	109.6667	86.19959
274.211	0.2757681	-48.01154	105.0625	151.875	88.5625	109.6667	86.19959
274.212	0.2652308	-52.55687	105.125	151.875	88.5625	109.6667	86.19959
274.213	0.2560249	-64.48853	104.9688	151.875	88.5625	109.6667	86.19959
274.214	0.2488585	-72.15935	104.9063	151.875	88.5625	109.6667	86.19959
274.215	0.2445872	-89.20485	104.875	151.875	88.5625	109.6667	86.19959
274.216	0.2438336	-97.72765	104.5938	151.875	88.5625	109.6667	86.19959
274.217	0.247055	-108.2383	104.6563	151.875	88.5625	109.6667	86.19959
274.218	0.2545716	-94.31803	104.5625	151.875	88.5625	109.6667	86.19959
274.219	0.2661222	-102.2731	104.4375	151.875	88.5625	109.6667	86.19959
274.22	0.2814002	-109.9428	104.1563	151.875	88.5625	109.6667	86.19959
274.221	0.2998434	-120.4541	104.1875	151.875	88.5625	109.6667	86.19959
274.222	0.3207119	-128.1252	104	151.875	88.5625	109.6667	86.19959
274.223	0.3431275	-126.1361	104.25	151.875	88.5625	109.6667	86.19959
274.224	0.3660077	-128.6934	103.7813	151.875	88.5625	109.6667	86.19959
274.225	0.3884247	-120.4544	103.625	151.875	88.5625	109.6667	86.19959
274.226	0.4094973	-126.1364	103.3438	151.875	88.5625	109.6667	86.19959
274.227	0.4283996	-122.1596	103.4375	151.875	88.5625	109.6667	86.19959
274.228	0.4443652	-123.8636	103.3438	151.875	88.5625	109.6667	86.19959
274.229	0.4569378	-101.989	103.0938	151.875	88.5625	109.6667	86.19959
274.23	0.4659689	-108.8065	103.1875	151.875	88.5625	109.6667	86.19959
274.231	0.4714725	-112.5001	102.9688	151.875	88.5625	109.6667	86.19959
274.232	0.4735387	-128.1247	102.9063	151.875	88.5625	109.6667	86.19959
274.233	0.4722871	-131.8185	102.75	151.875	88.5625	109.6667	86.19959
274.234	0.4682069	-132.102	102.7188	151.875	88.5625	109.6667	86.19959
274.235	0.4619254	-133.2383	102.3438	151.875	88.5625	109.6667	86.19959
274.236	0.4539999	-131.534	102.3125	151.875	88.5625	109.6667	86.19959
274.237	0.44484	-127.8404	102.125	151.875	88.5625	109.6667	86.19959
274.238	0.4346901	-115.6244	102.0313	151.875	88.5625	109.6667	86.19959
274.239	0.4239574	-107.6699	101.9375	151.875	88.5625	109.6667	86.19959
274.24	0.4130114	-92.89801	101.9375	151.875	88.5625	109.6667	86.19959
274.241	0.402011	-89.77294	101.6563	151.875	88.5625	109.6667	86.19959
274.242	0.3909096	-82.38625	101.6563	151.875	88.5625	109.6667	86.19959
274.243	0.3794929	-76.13611	101.6563	151.875	88.5625	109.6667	86.19959
274.244	0.3677746	-74.71621	101.5	151.875	88.5625	109.6667	86.19959
274.245	0.3557156	-81.81852	101.4375	151.875	88.5625	109.6667	86.19959
274.246	0.3432441	-80.96617	101.375	151.875	88.5625	109.6667	86.19959
274.247	0.3302582	-97.15927	101.3125	151.875	88.5625	109.6667	86.19959
274.248	0.3166203	-106.8184	101.3125	151.875	88.5625	109.6667	86.19959
274.249	0.3026574	-113.6364	101.1563	151.875	88.5625	109.6667	86.19959
274.25	0.288489	-120.4548	100.9063	151.875	88.5625	109.6667	86.19959
274.251	0.2743632	-134.3749	100.875	151.875	88.5625	109.6667	86.19959
274.252	0.2605693	-117.6139	100.625	151.875	88.5625	109.6667	86.19959
274.253	0.2473244	-117.6138	100.5625	151.875	88.5625	109.6667	86.19959
274.254	0.2352777	-105.966	100.4063	151.875	88.5625	109.6667	86.19959
274.255	0.2245283	-92.614	100.3438	151.875	88.5625	109.6667	86.19959
274.256	0.2152523	-83.80693	100.0313	151.875	88.5625	109.6667	86.19959
274.257	0.2075862	-72.44337	100.5	151.875	88.5625	109.6667	86.19959
274.258	0.2014944	-68.46607	100.0313	151.875	88.5625	109.6667	86.19959
274.259	0.1971705	-63.35223	100.0313	151.875	88.5625	109.6667	86.19959
274.26	0.1941719	-73.57919	100	151.875	88.5625	109.6667	86.19959
274.261	0.1921295	-75.56814	99.96875	151.875	88.5625	109.6667	86.19959
274.262	0.1906892	-96.87513	99.875	151.875	88.5625	109.6667	86.19959
274.263	0.189447	-84.37509	99.8125	151.875	88.5625	109.6667	86.19959
274.264	0.1882374	-89.48839	99.75	151.875	88.5625	109.6667	86.19959
274.265	0.1865402	-88.92012	99.4375	151.875	88.5625	109.6667	86.19959
274.266	0.1840483	-89.77264	99.5	151.875	88.5625	109.6667	86.19959
274.267	0.1806286	-78.125	99.28125	151.875	88.5625	109.6667	86.19959
274.268	0.1762709	-80.11377	99.3125	151.875	88.5625	109.6667	86.19959
274.269	0.1712914	-77.55649	99.25	151.875	88.5625	109.6667	86.19959
274.27	0.1658115	-80.6818	99.21875	151.875	88.5625	109.6667	86.19959
274.271	0.1601473	-92.89771	99.0625	151.875	88.5625	109.6667	86.19959
274.272	0.1547264	-101.7043	99.1875	151.875	88.5625	109.6667	86.19959
274.273	0.149993	-108.8068	98.84375	151.875	88.5625	109.6667	86.19959
